,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type,Price,Market Cap,VolumeTwentyFour,Circulating Supply,Exchanges
3538,TESTA,,,,01/06/2021 20:20:48,7.78 million,,,N/A,Common,0.7573,"187,097",0,"247,069.44",
3539,Token CashPay,,,,01/06/2021 20:20:49,1.00 million,,,N/A,Common,0.1883,"185,993","126,534","987,524.88","Uniswap v2,CREX24,EtherFlyer,BitUBU"
3540,AlgoVest,0x94d916873b22c9c1b53695f1c002f78537b9b3b2,https://etherscan.io/token/0x94d916873b22c9c1b53695f1c002f78537b9b3b2,Etherium,01/06/2021 20:21:00,10.00 million,207 ( -0.483%),2136,N/A,Common,0.3299,"180,503",1.63,"547,145.67",Hotbit
3541,Ankorus Token,,,,01/06/2021 20:21:02,50.50 million,,,N/A,Common,0.00580,"176,909","38,330",30.50 million,Hotbit
3542,Believer,,https://etherscan.io/token/,Etherium,01/06/2021 20:21:12,17.50 million,,,N/A,Common,0.00990,"173,239","2,858",17.50 million,"INDOEX,WhiteBIT"
3543,SurfBnB,,,,01/06/2021 20:21:14,1.00 quadrillion,,,N/A,Common,0.000000000,"171,029",115.97,1.00 quadrillion,PancakeSwap
3544,Asian Dragon,,,,01/06/2021 20:21:15,500.00 million,,,N/A,Common,0.000341,"170,399",48.43,500.00 million,EtherFlyer
3545,BitBlocks,0x9045b0eda6b6a556cf9b3d81c2db47411714f847,https://bscscan.com/token/0x9045b0eda6b6a556cf9b3d81c2db47411714f847,Binance,01/06/2021 20:21:27,265.00 million,262,6623,N/A,Common,0.00183,"164,581",185.91,90.00 million,"CREX24,STEX"
3546,Kozjin,,,,01/06/2021 20:21:29,300.00 million,,,N/A,Common,0.000529,"158,610","1,272",300.00 million,DigiFinex
3547,Raketa T8,,,,01/06/2021 20:21:30,2.38 million,,,N/A,Common,0.0588,"139,940",68.74,2.38 million,Waves.Exchange
3548,2kFinance,,,,01/06/2021 20:21:32,"2,000.00",,,N/A,Common,68.81,"137,622",258.03,"2,000.00",PancakeSwap
3549,Milktea Finance,,,,01/06/2021 20:21:33,47.11 million,,,N/A,Common,0.00290,"136,413",83.17,47.11 million,Hotbit
3550,TokenStars TEAM,,,,01/06/2021 20:21:35,17.82 million,,,N/A,Common,0.00694,"123,745",0,17.82 million,
3551,YAM v2,,,,01/06/2021 20:21:36,3.73 million,,,N/A,Common,4.78,"122,650","11,586","25,671.71","SushiSwap,ProBit"
3552,Relex,0x4a42d2c580f83dce404acad18dab26db11a1750e,https://etherscan.io/token/0x4a42d2c580f83dce404acad18dab26db11a1750e,Etherium,01/06/2021 20:21:48,2.00 billion,1336 (0.00%),15741,N/A,Common,0.000052,"104,879",825.99,2.00 billion,Bitcratic
3553,Webcoin,0xf344490abd414dafa97f34c8ca501b0aa5bf8873,https://etherscan.io/token/0xf344490abd414dafa97f34c8ca501b0aa5bf8873,Etherium,01/06/2021 20:21:58,70.00 million,118,248,N/A,Common,0.00207,"92,903","3,896",44.89 million,"Hotbit,BitMart,EtherFlyer"
3554,Fitcoin,,,,01/06/2021 20:22:00,50.00 million,,,N/A,Common,0.00183,"91,520","161,658",50.00 million,"Bithumb,Bittrex"
3555,Zenarit,,,,01/06/2021 20:22:02,100.00 million,,,N/A,Common,0.6307,"83,783",0,"132,838.23",
3556,Nydronia,0xdB11F6Fc8E16c02719e9c2Eb3c4C762feE8F5C5b,https://etherscan.io/token/0xdB11F6Fc8E16c02719e9c2Eb3c4C762feE8F5C5b,Etherium,01/06/2021 20:22:13,100.00 million,336,1501,N/A,Common,0.000756,"75,630",428.46,100.00 million,LATOKEN
3557,Binanace Chain AKITA,,,,01/06/2021 20:22:15,131.51 trillion,,,N/A,Common,0.000000001,"66,205",29.58,131.51 trillion,PancakeSwap
3558,Bitcoin Flash Cash,,,,01/06/2021 20:22:16,21.00 million,,,N/A,Common,0.00309,"64,881",170.32,21.00 million,"Bololex,SatoExchange"
3559,EVERYONE,,,,01/06/2021 20:22:18,250.00 billion,,,N/A,Common,0.000000254,"63,470",0,250.00 billion,
3560,999 token,,,,01/06/2021 20:22:19,"1,000.00 million",,,N/A,Common,0.000062,"61,711",0,"1,000.00 million",
3561,Offy Delivered Ltd,,,,01/06/2021 20:22:20,"100,000.00",,,N/A,Common,0.6039,"60,388",0,"100,000.00",
3562,EduCoin,,,,01/06/2021 20:22:22,362.98 million,,,N/A,Common,0.000163,"59,124","100,467",362.98 million,Huobi Global
3563,ARMTOKEN,0xcDd0A6B15B49A9eb3Ce011CCE22FAc2ccf09ecE6,https://etherscan.io/token/0xcDd0A6B15B49A9eb3Ce011CCE22FAc2ccf09ecE6,Etherium,01/06/2021 20:22:33,330.00 million,109,1298,N/A,Common,0.00913,"57,129",0,6.26 million,
3564,Apple Network,,,,01/06/2021 20:22:35,1.00 billion,,,N/A,Common,0.000053,"53,386",504.90,999.95 million,Bancor
3565,Titanium Blockchain,,,,01/06/2021 20:22:36,60.00 million,,,N/A,Common,0.000860,"51,626",0,60.00 million,
3566,Safedoge,,,,01/06/2021 20:22:38,1.00 quadrillion,,,N/A,Common,0.000000000,"48,819",653.91,572.35 trillion,PancakeSwap
3567,Capricot Coin,,,,01/06/2021 20:22:39,2.16 billion,,,N/A,Common,0.000067,"47,634",94.86,706.93 million,Waves.Exchange
3568,ABOTrex,,,,01/06/2021 20:22:41,500.00 million,,,N/A,Common,0.000094,"46,917",0.0590,500.00 million,Waves.Exchange
3569,Kronobit,,,,01/06/2021 20:22:42,18.69 million,,,N/A,Common,0.00239,"44,642",0,18.69 million,
3570,ZOLAN,,,,01/06/2021 20:22:43,80.00 million,,,N/A,Common,0.000498,"39,856",88.49,80.00 million,"VinDAX,SatoExchange"
3571,FUZE Token,,,,01/06/2021 20:22:45,762.20,,,N/A,Common,52.85,"39,777","44,788",752.70,"MERCATOX,Bitcratic"
3572,CCCoin,,,,01/06/2021 20:22:47,175.00 million,,,N/A,Common,0.000218,"38,203",3.92,175.00 million,PayRue
3573,ARBITRAGE,0xafbec4d65bc7b116d85107fd05d912491029bf46,https://etherscan.io/token/0xafbec4d65bc7b116d85107fd05d912491029bf46,Etherium,01/06/2021 20:22:57,8.91 million,1974 (0.00%),52010,N/A,Common,0.00417,"36,921",0.4199,8.85 million,EtherFlyer
3574,ETHplode,0xe0c6ce3e73029f201e5c0bedb97f67572a93711c,https://etherscan.io/token/0xe0c6ce3e73029f201e5c0bedb97f67572a93711c,Etherium,01/06/2021 20:23:08,98.64 million,43014 (0.00%),83742,N/A,Common,0.000732,"36,511",22.45,49.87 million,MERCATOX
3575,RIT2021,,,,01/06/2021 20:23:10,21.00 million,,,N/A,Common,0.00211,"35,179",0,16.64 million,
3576,Waveslease Token,,,,01/06/2021 20:23:11,"133,758.82",,,N/A,Common,0.2589,"34,627",0,"133,758.82",
3577,Rich Lab Token,,,,01/06/2021 20:23:13,665.00 million,,,N/A,Common,0.0000454,"30,193",4.84,665.00 million,PoloniDEX
3578,WEBN,,,,01/06/2021 20:23:14,6.00 billion,,,N/A,Common,0.0000049,"29,638",74.50,6.00 billion,"Hotbit,SatoExchange"
3579,TORcorp,,,,01/06/2021 20:23:16,9.74 billion,,,N/A,Common,0.0000030,"29,294","1,518",9.74 billion,"Waves.Exchange,SatoExchange"
3580,Berkah Token,,,,01/06/2021 20:23:18,"99,999.00",,,N/A,Common,0.2586,"25,855",0,"99,999.00",
3581,Magnet,,,,01/06/2021 20:23:19,144.00 million,,,N/A,Common,0.000622,"22,918",5.88,36.86 million,PayRue
3582,JOOPS,,,,01/06/2021 20:23:21,200.00 million,,,N/A,Common,0.000110,"21,937",0.1855,200.00 million,CREX24
3583,Proton Project,,,,01/06/2021 20:23:22,7.00 million,,,N/A,Common,0.0989,"21,761","1,594","220,000.00",VinDAX
3584,DryCakeSwap,,,,01/06/2021 20:23:24,50.00 million,,,N/A,Common,0.000414,"20,716","49,642",50.00 million,"LATOKEN,Hotbit,BKEX"
3585,Papercoin,,,,01/06/2021 20:23:25,103.68 million,,,N/A,Common,0.000246,"17,904",0.0613,72.78 million,Waves.Exchange
3586,GoldGate,,,,01/06/2021 20:23:27,26.00 million,,,N/A,Common,0.000620,"16,113","59,806",26.00 million,Bgogo
3587,Bitcoin Solar,,,,01/06/2021 20:23:28,210.00 million,,,N/A,Common,0.000073,"15,348",0.1555,210.00 million,SouthXchange
3588,EGYPT,0xa8f74d0ddfa590ba7e0794e9742846eb52f2acac,https://etherscan.io/token/0xa8f74d0ddfa590ba7e0794e9742846eb52f2acac,Etherium,01/06/2021 20:23:39,1.00 billion,129,249,N/A,Common,0.000226,"14,108",218.97,62.39 million,EtherFlyer
3589,Wide Energy,,,,01/06/2021 20:23:40,75.00 million,,,N/A,Common,0.1381,"13,715",7.31,"99,306.00",MERCATOX
3590,Lotto9,0x33Afa6514ad44594B1886859165B9AA641bDaBA9,https://etherscan.io/token/0x33Afa6514ad44594B1886859165B9AA641bDaBA9,Etherium,01/06/2021 20:23:50,"999,999.00",69,244,N/A,Common,0.01220,"12,200","36,136","999,999.00",ABIT
3591,FOX coin,,,,01/06/2021 20:23:51,90.00 million,,,N/A,Common,0.000441,"11,503",167.35,26.11 million,LATOKEN
3592,J-Fenix,,,,01/06/2021 20:23:53,49.63 million,,,N/A,Common,0.00770,"9,574",0,1.24 million,
3593,Lithereum,,,,01/06/2021 20:23:54,5.00 million,,,N/A,Common,0.00211,"8,481",0.4203,4.03 million,Bololex
3594,Goldmillion Coin,,,,01/06/2021 20:23:56,11.11 billion,,,N/A,Common,0.000000731,"8,124",0.02858,11.11 billion,Waves.Exchange
3595,AGUARD,,,,01/06/2021 20:23:57,30.50 million,,,N/A,Common,0.000525,"6,874",0.02042,13.10 million,Waves.Exchange
3596,Umbrella Coin,,,,01/06/2021 20:23:59,100.00 million,,,N/A,Common,0.000365,"6,557",2.51,17.95 million,CREX24
3597,Xandereum,,,,01/06/2021 20:24:00,500.00 million,,,N/A,Common,0.0000107,"5,369",1.12,500.00 million,Waves.Exchange
3598,Ice Rock Mining,,,,01/06/2021 20:24:03,"524,762.00",,,N/A,Common,0.00960,"5,037","38,379","524,762.00",Hotbit
3599,BLAC,,,,01/06/2021 20:24:04,10.65 million,,,N/A,Common,0.000429,"4,402",0.4178,10.27 million,PayRue
3600,Beyondcoin,,,,01/06/2021 20:24:06,3.90 million,,,N/A,Common,0.000731,"2,850",26.82,3.90 million,Unnamed.Exchange
3601,Crespo,0x5ecb025e51415dba9fd272c551076357cf4069f5,https://etherscan.io/token/0x5ecb025e51415dba9fd272c551076357cf4069f5,Etherium,01/06/2021 20:24:16,100.00 million,61,467,N/A,Common,0.0000255,"2,553",0.0434,100.00 million,SouthXchange
3602,Ethereum Meta,,,,01/06/2021 20:24:17,96.57 million,,,N/A,Common,0.0000262,"2,530",640.26,96.57 million,"STEX,CREX24"
3603,Flit Token,,,,01/06/2021 20:24:19,15.00 billion,,,N/A,Common,0.000000156,"2,345",0,15.00 billion,
3604,HeavyLitecoin,,,,01/06/2021 20:24:21,100.00 million,,,N/A,Common,0.0000215,"2,151",0,100.00 million,
3605,Year Finance Gym,,,,01/06/2021 20:24:22,"50,000.00",,,N/A,Common,0.4014,"1,999",21.90,"4,979.55",SouthXchange
3606,WeShow Token,,,,01/06/2021 20:24:24,21.00 million,,,N/A,Common,0.000085,"1,789",17.33,21.00 million,ProBit
3607,Waves Africa Reward Token,,,,01/06/2021 20:24:25,10.00 million,,,N/A,Common,0.000345,"1,151",8.16,3.33 million,Waves.Exchange
3608,MobiePay,0x71ba91dc68c6a206db0a6a92b4b1de3f9271432d,https://etherscan.io/token/0x71ba91dc68c6a206db0a6a92b4b1de3f9271432d,Etherium,01/06/2021 20:24:36,1.00 million,3083 ( -0.130%),7624,N/A,Common,0.01234,942.82,"508,348","76,403.81",Bithumb Global
3609,ThaneCoin,,,,01/06/2021 20:24:38,91.00 million,,,N/A,Common,0.0000092,836.91,0,91.00 million,
3610,TAZ,,,,01/06/2021 20:24:39,21.00 million,,,N/A,Common,0.0000391,822.15,0,21.00 million,
3611,IRONCOIN,,,,01/06/2021 20:24:41,3.00 billion,,,N/A,Common,0.000000218,652.90,0.001253,3.00 billion,EtherFlyer
3612,Midiex,,,,01/06/2021 20:24:42,500.00 million,,,N/A,Common,0.0000285,596.51,0,20.94 million,
3613,TroneX,,,,01/06/2021 20:24:43,5.00 million,,,N/A,Common,0.000118,592.29,0,5.00 million,
3614,Coders,,,,01/06/2021 20:24:45,2.00 million,,,N/A,Common,0.000301,391.07,0.2894,1.30 million,Waves.Exchange
3615,Hubcoin,,,,01/06/2021 20:24:46,"107,336.00",,,N/A,Common,0.00337,361.45,16.74,"107,336.00","Bitcoin.com,HitBTC"
3616,Boldman Capital,,,,01/06/2021 20:24:48,7.78 million,,,N/A,Common,0.0000348,270.78,"4,744",7.78 million,Hotbit
3617,Piathcoin,,,,01/06/2021 20:24:50,795.65 million,,,N/A,Common,0.000000260,207.20,2.15,795.65 million,Waves.Exchange
3618,Neux,,,,01/06/2021 20:24:51,10.00 million,,,N/A,Common,0.00142,131.23,0,"92,535.52",
3619,BitConnect,,,,01/06/2021 20:24:53,21.00 million,,,N/A,Common,0.0000063,127.89,0,20.15 million,
3620,YCJ TRON NETWORK,,,,01/06/2021 20:24:54,"5,000.00",,,N/A,Common,0.00586,29.32,0,"5,000.00",
3621,EplayGold,,,,01/06/2021 20:24:56,0,,,N/A,Common,0,0,0,0,
3622,NextON,,,,01/06/2021 20:24:57,0,,,N/A,Common,0,0,0,0,
3623,Lite Gold,,,,01/06/2021 20:24:59,0,,,N/A,Common,0.000365,0,0,0,
3624,STACS,0x9d7630adf7ab0b0cb00af747db76864df0ec82e4,https://etherscan.io/token/0x9d7630adf7ab0b0cb00af747db76864df0ec82e4,Etherium,01/06/2021 20:25:09,0,11361 (0.00%),11584,N/A,Common,0,0,0,0,
3625,Arena,,,,01/06/2021 20:25:10,0,,,N/A,Common,0.00834,0,0,0,
3626,Akula,,,,01/06/2021 20:25:12,0,,,N/A,Common,0,0,0,0,
3627,XPAND,,,,01/06/2021 20:25:13,2.60 million,,,N/A,Common,0,0,0,3.23,
3628,UBEAR,,,,01/06/2021 20:25:15,100.00 million,,,N/A,Common,0,0,0,100.00 million,
3629,Crown Service,,,,01/06/2021 20:25:16,0,,,N/A,Common,0,0,0,0,
3630,Pizdec,,,,01/06/2021 20:25:18,0,,,N/A,Common,0,0,0,0,
3631,Conn3x,,,,01/06/2021 20:25:19,0,,,N/A,Common,0,0,0,0,
3632,Suppo Coin,,,,01/06/2021 20:25:21,0,,,N/A,Common,0,0,0,0,
3633,Custom Contract Network,,,,01/06/2021 20:25:22,0,,,N/A,Common,0.000105,0,131.01,0,"MERCATOX,EtherFlyer"
3634,Premium Digi Coin,,,,01/06/2021 20:25:23,0,,,N/A,Common,0,0,0,0,
3635,Litkoin,,,,01/06/2021 20:25:25,0,,,N/A,Common,0.000000080,0,115.70,0,MERCATOX
3636,Den-X,,,,01/06/2021 20:25:26,0,,,N/A,Common,0.000365,0,0,0,
3637,BR1M,,,,01/06/2021 20:25:27,0,,,N/A,Common,0,0,0,0,
3638,Nitrous Coin,,,,01/06/2021 20:25:29,0,,,N/A,Common,0,0,0,0,
3639,Bitcoin Pay,,,,01/06/2021 20:25:30,0,,,N/A,Common,0.02482,0,0,0,
3640,Bitpaid,,,,01/06/2021 20:25:32,0,,,N/A,Common,0,0,0,0,
3641,BitPound,,,,01/06/2021 20:25:33,0,,,N/A,Common,0,0,0,0,
3642,Globex,0x66142b81db17d7c0bd91f502d00382e326a24c2a,https://etherscan.io/token/0x66142b81db17d7c0bd91f502d00382e326a24c2a,Etherium,01/06/2021 20:25:44,0,1428 (0.00%),7555,N/A,Common,0.0000286,0,17.93,0,STEX
3643,Excaliburcoin,0x2c594e1cb006e86c3879b1d8191a8b059af52be7,https://etherscan.io/token/0x2c594e1cb006e86c3879b1d8191a8b059af52be7,Etherium,01/06/2021 20:25:54,0,2057 (0.00%),8388,N/A,Common,0.0000261,0,0.5163,0,MERCATOX
3644,ETH Light,,,,01/06/2021 20:25:56,0,,,N/A,Common,0.000365,0,0.3652,0,MERCATOX
3645,EcoCrypto Token,,,,01/06/2021 20:25:57,0,,,N/A,Common,0.000365,0,0,0,
3646,Motify,,,,01/06/2021 20:25:59,0,,,N/A,Common,0,0,0,0,
3647,Crypto Harbor,,,,01/06/2021 20:26:00,0,,,N/A,Common,0,0,0,0,
3648,Clap Clap Token,,,,01/06/2021 20:26:03,0,,,N/A,Common,0.000000779,0,1.04,0,EtherFlyer
3649,BITIFEX,0xa0ed4c4acbf07c03365d6bbe28150a819aff700f,https://etherscan.io/token/0xa0ed4c4acbf07c03365d6bbe28150a819aff700f,Etherium,01/06/2021 20:26:13,0,2224,3497,N/A,Common,0.000365,0,0,0,
3650,AsaCoin,,,,01/06/2021 20:26:15,0,,,N/A,Common,0.0000259,0,6.25,0,MERCATOX
3651,AmazingCoin,,,,01/06/2021 20:26:16,0,,,N/A,Common,0.000504,0,931.80,0,"VinDAX,MERCATOX"
3652,Conceal,,,,01/06/2021 20:26:18,0,,,N/A,Common,0.3157,0,"71,168",0,"STEX,Hotbit,FINEXBOX,Graviex"
3653,MarbleCoin,0x8888889213dd4da823ebdd1e235b09590633c150,https://etherscan.io/token/0x8888889213dd4da823ebdd1e235b09590633c150,Etherium,01/06/2021 20:26:30,0,347 ( -0.865%),6801,N/A,Common,0,0,0,0,
3654,Endocoin,,,,01/06/2021 20:26:32,0,,,N/A,Common,0,0,0,0,
3655,CACHEProject,,,,01/06/2021 20:26:33,0,,,N/A,Common,0,0,0,0,
3656,DRIP,,,,01/06/2021 20:26:35,0,,,N/A,Common,0,0,0,0,
3657,IceChain,0xa573661b5fb2063d7ab12336ee24589f7a79fdab,https://etherscan.io/token/0xa573661b5fb2063d7ab12336ee24589f7a79fdab,Etherium,01/06/2021 20:26:44,0,586,2631,N/A,Common,0,0,0,0,
3658,Vice,,,,01/06/2021 20:26:46,0,,,N/A,Common,0,0,0,0,
3659,Geldum,,,,01/06/2021 20:26:47,0,,,N/A,Common,0,0,0,0,
3660,RTNcoin,,,,01/06/2021 20:26:48,0,,,N/A,Common,0.000365,0,0,0,
3661,PlanetPay,,,,01/06/2021 20:26:50,0,,,N/A,Common,0,0,0,0,
3662,MERCA,,,,01/06/2021 20:26:51,0,,,N/A,Common,9.48,0,18.23,0,MERCATOX
3663,StintCoin,,,,01/06/2021 20:26:53,0,,,N/A,Common,0,0,0,0,
3664,Wino,,,,01/06/2021 20:26:54,0,,,N/A,Common,0,0,0,0,
3665,MobileTokenBank,,,,01/06/2021 20:26:56,0,,,N/A,Common,0.000365,0,0,0,
3666,Crypthealth,,,,01/06/2021 20:26:57,0,,,N/A,Common,0.000365,0,0,0,
3667,Genki,,,,01/06/2021 20:26:59,0,,,N/A,Common,0.000365,0,0,0,
3668,Inbox Token,,,,01/06/2021 20:27:00,0,,,N/A,Common,0.000365,0,0,0,
3669,Babychain,,,,01/06/2021 20:27:02,0,,,N/A,Common,0,0,0,0,
3670,jagaricoinR,,,,01/06/2021 20:27:04,0,,,N/A,Common,0,0,0,0,
3671,EIB,,,,01/06/2021 20:27:05,0,,,N/A,Common,0.000678,0,0.0430,0,STEX
3672,Decentralized ID,,,,01/06/2021 20:27:07,0,,,N/A,Common,0,0,0,0,
3673,Aevo Coin,,,,01/06/2021 20:27:09,0,,,N/A,Common,0.0000364,0,2.18,0,Graviex
3674,S.E.D.O. PoW Token,,,,01/06/2021 20:27:10,0,,,N/A,Common,0,0,0,0,
3675,BLISS,,,,01/06/2021 20:27:12,0,,,N/A,Common,0,0,0,0,
3676,Real Estate Coupon Token,,,,01/06/2021 20:27:13,0,,,N/A,Common,0.0721,0,0,0,
3677,Strayacoin,,,,01/06/2021 20:27:14,0,,,N/A,Common,0.00456,0,101.10,0,"TradeOgre,Graviex,Unnamed.Exchange"
3678,Internet Exchange Token,,,,01/06/2021 20:27:16,0,,,N/A,Common,0.000364,0,87.61,0,"MERCATOX,resfinex"
3679,Thanatos,,,,01/06/2021 20:27:17,0,,,N/A,Common,0.000364,0,0,0,
3680,Robbocoach,,,,01/06/2021 20:27:19,0,,,N/A,Common,0.1274,0,"452,284",0,"Gate.io,Bilaxy,ProBit"
3681,MIAMI,,,,01/06/2021 20:27:20,0,,,N/A,Common,0.0000036,0,0.03625,0,CREX24
3682,QPay,0x6911270d4bc1915744aedd785d41d44f47245bd0,https://etherscan.io/token/0x6911270d4bc1915744aedd785d41d44f47245bd0,Etherium,01/06/2021 20:27:30,0,73314,175503,N/A,Common,0.0000114,0,0,0,
3683,Rentoo,,,,01/06/2021 20:27:32,0,,,N/A,Common,0,0,0,0,
3684,Held Coin,,,,01/06/2021 20:27:33,0,,,N/A,Common,0,0,0,0,
3685,worldcryptoforumcoin,,,,01/06/2021 20:27:34,0,,,N/A,Common,0,0,0,0,
3686,Fredenergy,,,,01/06/2021 20:27:36,0,,,N/A,Common,0.000291,0,0.00291,0,FINEXBOX
3687,Electronic Dollar,,,,01/06/2021 20:27:37,0,,,N/A,Common,0,0,0,0,
3688,Spectraal,,,,01/06/2021 20:27:38,0,,,N/A,Common,0,0,0,0,
3689,Stemma,,,,01/06/2021 20:27:40,0,,,N/A,Common,0,0,0,0,
3690,WITH coin,,,,01/06/2021 20:27:41,0,,,N/A,Common,0.0000132,0,0,0,
3691,Litecoin One,,,,01/06/2021 20:27:43,0,,,N/A,Common,0,0,0,0,
3692,BitCasino,,,,01/06/2021 20:27:44,0,,,N/A,Common,0,0,0,0,
3693,Lancerbitcoin,,,,01/06/2021 20:27:45,0,,,N/A,Common,0,0,0,0,
3694,Zmining,,,,01/06/2021 20:27:47,0,,,N/A,Common,0,0,0,0,
3695,SharingMarketCoin,,,,01/06/2021 20:27:48,0,,,N/A,Common,0,0,0,0,
3696,BET's,,,,01/06/2021 20:27:49,200.00 million,,,N/A,Common,0,0,0,200.00 million,
3697,BCF Shares,,,,01/06/2021 20:27:51,120.00 million,,,N/A,Common,0,0,0,120.00 million,
3698,TravelNote,0x5635ddeabf9cdda686995fe90beb5411831563fc,https://etherscan.io/token/0x5635ddeabf9cdda686995fe90beb5411831563fc,Etherium,01/06/2021 20:28:02,0,1339 (0.00%),5044,N/A,Common,0.00546,0,"2,339",0,Hotbit
3699,XRP Classic,,,,01/06/2021 20:28:04,0,,,N/A,Common,0.000000380,0,48.42,0,"MERCATOX,EtherFlyer"
3700,XTT,,,,01/06/2021 20:28:05,0,,,N/A,Common,0.000364,0,0,0,
3701,NTOK Token,,,,01/06/2021 20:28:07,0,,,N/A,Common,0.001093,0,0,0,
3702,Bitcoin Cash ABC,,,,01/06/2021 20:28:08,0,,,N/A,Common,0,0,0,0,
3703,LUXURIUM,,,,01/06/2021 20:28:10,0,,,N/A,Common,0.000364,0,0,0,
3704,WooshCoin,0xb5351d809062cf8e2238bbd2c54af905fb55e42d,https://etherscan.io/token/0xb5351d809062cf8e2238bbd2c54af905fb55e42d,Etherium,01/06/2021 20:28:19,0,13399,28110,N/A,Common,0.000364,0,0,0,
3705,SCALE,,,,01/06/2021 20:28:21,0,,,N/A,Common,0.01164,0,0,0,
3706,GEND,,,,01/06/2021 20:28:22,0,,,N/A,Common,0.000364,0,0,0,
3707,Quinads,0x86e44543164d9b97b14ef7f6f3ab7ba670cab346,https://etherscan.io/token/0x86e44543164d9b97b14ef7f6f3ab7ba670cab346,Etherium,01/06/2021 20:28:34,0,404 (0.00%),2587,N/A,Common,0.0000134,0,"1,896",0,"Hotbit,MERCATOX"
3708,DelightToken,,,,01/06/2021 20:28:36,0,,,N/A,Common,0.000364,0,0,0,
3709,Zorff,,,,01/06/2021 20:28:37,0,,,N/A,Common,0.000364,0,0,0,
3710,BitcoinBrand,,,,01/06/2021 20:28:39,0,,,N/A,Common,"38,291.15",0,1.17 million,0,"PancakeSwap v2,PancakeSwap,HitBTC"
3711,COOP Exchange,,,,01/06/2021 20:28:40,0,,,N/A,Common,0.01601,0,0,0,
3712,NinjaCoin,,,,01/06/2021 20:28:42,0,,,N/A,Common,0.000364,0,0,0,
3713,Tratok,0xe225aca29524bb65fd82c79a9602f3b4f9c6fe3f,https://etherscan.io/token/0xe225aca29524bb65fd82c79a9602f3b4f9c6fe3f,Etherium,01/06/2021 20:28:53,0,9936 (0.00%),17916,N/A,Common,0.0517,0,"1,846",0,"Hotbit,MERCATOX"
3714,Thar Token,,,,01/06/2021 20:28:55,0,,,N/A,Common,0.000575,0,0,0,
3715,OEN,,,,01/06/2021 20:28:56,0,,,N/A,Common,0.000364,0,0,0,
3716,OCTCoin,,,,01/06/2021 20:28:57,0,,,N/A,Common,0.000364,0,0,0,
3717,Penchant Token,,,,01/06/2021 20:28:59,0,,,N/A,Common,0,0,0,0,
3718,ZAN Coin,,,,01/06/2021 20:29:00,0,,,N/A,Common,0.00291,0,0,0,
3719,IBK Token,,,,01/06/2021 20:29:02,0,,,N/A,Common,0,0,0,0,
3720,Pro Fish,,,,01/06/2021 20:29:04,0,,,N/A,Common,0.0000246,0,0.6948,0,MERCATOX
3721,Euphoria,,,,01/06/2021 20:29:06,0,,,N/A,Common,0.000180,0,0,0,
3722,BoatPilot,,,,01/06/2021 20:29:08,0,,,N/A,Common,0.000728,0,0,0,
3723,4A Coin,,,,01/06/2021 20:29:09,0,,,N/A,Common,0.0000132,0,0,0,
3724,Geneviève Exchange,,,,01/06/2021 20:29:11,0,,,N/A,Common,0.000541,0,0,0,
3725,HiroyukiCoin,,,,01/06/2021 20:29:12,0,,,N/A,Common,0,0,0,0,
3726,WindorsCoin,,,,01/06/2021 20:29:13,0,,,N/A,Common,0.00145,0,0,0,
3727,Skara,,,,01/06/2021 20:29:15,0,,,N/A,Common,0.0410,0,"44,452",0,"Gate.io,Uniswap v2,MERCATOX"
3728,Bank4YOU,,,,01/06/2021 20:29:16,0,,,N/A,Common,0.01964,0,"1,124",0,MERCATOX
3729,Bitcoin Unicorn,,,,01/06/2021 20:29:18,0,,,N/A,Common,0.000364,0,18.44,0,MERCATOX
3730,FinShi Capital,,,,01/06/2021 20:29:19,0,,,N/A,Common,0.01819,0,"44,601",0,MERCATOX
3731,ELTCOIN,0x44197a4c44d6a059297caf6be4f7e172bd56caaf,https://etherscan.io/token/0x44197a4c44d6a059297caf6be4f7e172bd56caaf,Etherium,01/06/2021 20:29:29,0,2734 (0.00%),26918,N/A,Common,0.000937,0,"11,985",0,MERCATOX
3732,NodeXchange,,,,01/06/2021 20:29:31,0,,,N/A,Common,0,0,0,0,
3733,StartLife Coin,,,,01/06/2021 20:29:32,0,,,N/A,Common,0,0,0,0,
3734,Bitsexcoin,,,,01/06/2021 20:29:34,0,,,N/A,Common,0,0,0,0,
3735,FragCash,,,,01/06/2021 20:29:35,0,,,N/A,Common,0,0,0,0,
3736,Openbit,,,,01/06/2021 20:29:36,0,,,N/A,Common,0.00582,0,0.0582,0,FINEXBOX
3737,WikiCoin,,,,01/06/2021 20:29:38,0,,,N/A,Common,0,0,0,0,
3738,MoX,,,,01/06/2021 20:29:40,0,,,N/A,Common,0.001091,0,0.00655,0,STEX
3739,Christmas Coin,,,,01/06/2021 20:29:41,0,,,N/A,Common,0,0,0,0,
3740,Pennykoin,,,,01/06/2021 20:29:43,0,,,N/A,Common,0,0,0,0,
3741,Xeonbit,,,,01/06/2021 20:29:44,0,,,N/A,Common,0.000618,0,5.32,0,"CREX24,STEX"
3742,Nodify,,,,01/06/2021 20:29:46,0,,,N/A,Common,0,0,0,0,
3743,Umbra Coin,,,,01/06/2021 20:29:47,0,,,N/A,Common,0,0,0,0,
